Symbol,Description,Analyst Rating,Price,Price - Currency,Price Change % 1 day,Volume 1 day,Relative Volume 1 day,Market capitalization,Market capitalization - Currency,Price to earnings ratio,"EPS diluted, Trailing 12 months","EPS diluted, Trailing 12 months - Currency","EPS diluted growth %, TTM YoY","Dividend yield %, Trailing 12 months",Exchange,Sector,Industry
KATX,KAT Exploration Inc.,,0.00025,USD,-16.666666666666657,228344,0.07438093387577846,458568,USD,,-0.0001,USD,,0,OTC,Non-energy minerals,Precious metals
BERI,"Blue Earth Resources, Inc.",,0.014,USD,7.6923076923077,43000,0.8708702018596116,457864.53900709224,USD,,,,,0,OTC,Producer manufacturing,Industrial machinery
DCLT,"Data Call Technologies, Inc.",,0.0029,USD,0,31000,0.5215676641508037,456745.5384615385,USD,,-0.0004,USD,,0,OTC,Commercial services,Advertising/Marketing services
DBKSF,SPETZ INC.,,0.0101,USD,-49.75124378109453,400,0.24021138601969733,455155.13514,USD,,-1.32066718,USD,54.43297943229473,0,OTC,Technology services,Packaged software
WPFH,"WPF Holdings, Inc.",,4.05,USD,-19.483101391650106,21415,7.031916989558022,453009,USD,,-0.0057,USD,99.9930756082835,0,OTC,Industrial services,Engineering & construction
SKFG,STARK FOCUS GROUP INC.,,0.0408,USD,9.37164915290587,6441,1.2836302762166687,452649,USD,,-0.0041,USD,2.3809523809523667,0,OTC,Retail trade,Apparel/Footwear retail
TQLB,Torque Lifestyle Brands Inc.,,0.0016,USD,-38.46153846153846,2088,0.08888775366853693,452434.9830508475,USD,,-0.0007,USD,-105.93220338983049,0,OTC,Technology services,Information technology services
GMZP,GEMZ Corp.,,0.0005,USD,0,18193191,2.0038177984050494,450813,USD,,-0.0001,USD,0,0,OTC,Consumer durables,Other consumer specialties
VIRA,Viratech Corp.,,0.0003,USD,49.99999999999998,117913,1.2960605860757546,449802.00000000006,USD,0.3333333333333333,0.0009,USD,,0,OTC,Consumer durables,Recreational products
ASKH,"Astika Holdings, Inc.",,0.015,USD,35.13513513513512,20999,0.6550805475486343,448350.00000000006,USD,,,,,0,OTC,Finance,Financial conglomerates
SFLM,SFLMAVEN CORP.,,0.0002,USD,0,336145,0.3342304943055683,447741.99999999994,USD,,,,,0,OTC,Retail trade,Specialty stores
MHTX,"Manhattan Scientifics, Inc.",,0.0008,USD,0,115089,0.3083236866928334,447425,USD,,-0.0019,USD,5.000000000000003,0,OTC,Health technology,Biotechnology
BRYN,"Bryn Resources, Inc.",,0.0035,USD,0,2400,0.3021148036253776,446312,USD,,,,,0,OTC,Technology services,Information technology services
BCDS,Blaqclouds Inc.,,0.0013,USD,-7.142857142857147,117000,0.04063330866509475,446262,USD,,,,,0,OTC,Industrial services,Oilfield services/Equipment
RMTG,Regenerative Medical Technology Group Inc.,,0.0267,USD,-15.238095238095234,420,0.006006572906923867,443198.8095238095,USD,,-0.4144,USD,51.46972713432486,0,OTC,Commercial services,Miscellaneous commercial services
FRTN,Fortran Corp.,,0.019,USD,46.15384615384615,73189,16.540634604953894,441993.9710144927,USD,,-0.0009,USD,98.78048780487805,0,OTC,Electronic technology,Computer communications
GBMIF,Green Battery Minerals Inc.,,0.04925,USD,40.71428571428571,2020,0.6658316302986353,441223.0107142857,USD,,-0.09295785000000001,USD,64.8130281716531,0,OTC,Non-energy minerals,Other metals/Minerals
DGWR,"Deep Green Waste & Recycling, Inc.",,0.035,USD,-53.333333333333336,261094,49.139706020740405,440940.99999999994,USD,0.772626931567329,0.0453,USD,,0,OTC,Transportation,Trucking
CYNXD,INTERNATIONAL METALS MNG CORP.,,0.0626,USD,-25.829383886255926,18004,3.193019481959014,440193.81,USD,,-0.14942814999999998,USD,84.6880418633278,0,OTC,Non-energy minerals,Precious metals
CVHL,"CV Holdings, Inc.",,0.00825,USD,30.95238095238096,167100,5.289816075216057,439244,USD,,,,,0,OTC,Finance,Real estate investment trusts
GGSM,Gold and GemStone Mining Inc.,,0.0006,USD,0,6095054,0.9066658479226775,435333.00000000006,USD,,,,,0,OTC,Electronic technology,Electronic equipment/Instruments
TRMNF,NEW WAVE HLDGS CORP,,0.0121,USD,-33.51648351648352,1500,0.09805780180557098,433976.18,USD,,-0.05487557,USD,25.16390809036914,0,OTC,Finance,Financial conglomerates
RWGI,"Rodedawg International Industries, Inc.",,0.0035,USD,0,25000,0.20227093625552806,433954.5,USD,,-0.003,USD,-400.0000000000001,0,OTC,Consumer durables,Motor vehicles
DVNCF,Danavation Technologies Corp.,,0.0003,USD,-80,1000000,12.448897276679233,432208.43332,USD,,,,,0,OTC,Electronic technology,Computer peripherals
RRRT,"R-Three Technologies, Inc.",,0.006,USD,-14.285714285714285,200,0.0026050689431495805,428759.14285714284,USD,,-0.0186,USD,-118.82352941176467,0,OTC,Consumer non-durables,Beverages: non-alcoholic
MAKAF,Hardcore Discoveries Ltd,,0.071,USD,-18.857142857142858,100,0.038607057370087204,428209.9257142857,USD,,-0.14526316,USD,25.192478665437307,0,OTC,Non-energy minerals,Precious metals
BIOIF,"Biome Grow, Inc.",,0.0038,USD,-48.64864864864865,200,0.029042329194801424,427186.12,USD,,,,,0,OTC,Process industries,Agricultural commodities/Milling
SFBE,SINO BIOENERGY CORP,,0.0006,USD,49.99999999999998,500,0.027711885073270225,427148.99999999994,USD,,,,,0,OTC,Transportation,Trucking
ESVNF,SERRA ENERGY METALS CORP.,,0.00655,USD,-2.238805970149253,90000,5.385480743914407,426477.70499999996,USD,,-0.136218258,USD,-129.24894849086226,0,OTC,Non-energy minerals,Precious metals
TKOI,"Telkonet, Inc.",,0.001425,USD,42.50000000000001,11035,0.0953499303560998,426378,USD,,,,,0,OTC,Producer manufacturing,Industrial machinery
PRKV,"ParkVida Group, Inc.",,0.0055,USD,12.820512820512814,215,0.0023062285333030124,423963.7599999999,USD,,-0.0018,USD,-5.882352941176474,0,OTC,Consumer services,Hotels/Resorts/Cruise lines
SGDH,"SGD Holdings, Ltd.",,0.0049,USD,-14.03508771929825,18600,0.024349147930368246,423963,USD,,-0.0001,USD,0,0,OTC,Miscellaneous,Miscellaneous
CHNXF,CHITOGENX INC.,,0.0051,USD,0.9900990099010014,39215,3.61228813559322,423960.96,USD,,-0.015352616000000001,USD,75.32669522925309,0,OTC,Health technology,Biotechnology
GPHBF,G6 Materials Corp.,,0.025875,USD,-23.89705882352942,267249,9.990318046563093,423520.05937499995,USD,,-0.105211554,USD,65.82941670594337,0,OTC,Process industries,Chemicals: major diversified
GYST,"The Graystone Company, Inc.",,0.0012,USD,0,417927,1.926721097593022,421300,USD,,,,,0,OTC,Non-energy minerals,Precious metals
GFMH,Goliath Film & Media Holdings,,0.003,USD,-3.2258064516128977,15500,0.23555980407503266,416894.5714285714,USD,,0,USD,-100,0,OTC,Consumer services,Movies/Entertainment
LQWC,LifeQuest World Corp.,,0.0069,USD,-18.823529411764714,1600,0.022331055100482767,416033,USD,,,,,0,OTC,Health technology,Pharmaceuticals: other
RLTR,"Reeltime Rentals, Inc.",,0.007225,USD,-13.47305389221557,107956,1.5623968831950725,414790.0649350649,USD,,-0.0096,USD,-242.8571428571428,0,OTC,Technology services,Packaged software
EBZT,EVERYTHING BLOCKCHAIN INC.,,0.018425,USD,3.8028169014084625,353818,0.7962152669323284,413978.00000000006,USD,,-0.322,USD,68.87385210246495,0,OTC,Technology services,Packaged software
LRDSF,LORDS & CO WORLDWIDE HLDGS INC.,,0.0009,USD,0,17528,0.4465413932254514,413246.6766,USD,,,,,0,OTC,Consumer non-durables,Apparel/Footwear
NNAX,New Momentum Corporation,,0.0005,USD,11.111111111111116,9610143,0.6499060838818528,412931,USD,,,,,0,OTC,Commercial services,Miscellaneous commercial services
SCVFF,Scotch Creek Ventures Inc.,,0.0087,USD,8.74999999999999,121890,0.8155632130072598,412626.5,USD,,-0.01015673,USD,62.808503190124384,0,OTC,Non-energy minerals,Other metals/Minerals
UPIN,Universal Power Industry Corporation,,0.0036,USD,0,10000,0.3022316787156363,411422.39999999997,USD,,,,,0,OTC,Producer manufacturing,Miscellaneous manufacturing
MMATQ,Meta Materials Inc.,,0.061,USD,0,4066,1.0576422848820215,408428,USD,,-81.7489,USD,-255.86322479540308,0,OTC,Electronic technology,Semiconductors
ALPP,Alpine 4 Holdings Inc.,Strong buy,0.015,USD,19.99999999999999,21402,0.9499081249500679,405832.99999999994,USD,,,,,0,OTC,Electronic technology,Electronic components
PKLE,"PickleJar Entertainment Group, Inc.",,0.0064,USD,-20,262628,3.1141007718020135,405741,USD,,,,,0,OTC,Health services,Hospital/Nursing management
CHMJF,Waverunner Capital Inc.,,0.00545,USD,35.57213930348258,1025,0.08003810594702648,405607.5299999999,USD,,-0.20612104499999997,USD,-40.1490098983646,0,OTC,Health technology,Pharmaceuticals: other
MEXGF,MEXICAN GOLD MNG CORP.,,0.019,USD,0,3000,0.12284308024928955,403451.4285714285,USD,,-0.013228994999999999,USD,39.489103780640264,0,OTC,Non-energy minerals,Precious metals
TVCCF,THREE VY COPPER CORP.,,0.001,USD,-52.38095238095237,600,0.09490817633939165,402299.88217,USD,,-0.00021920999999999998,USD,-100.64572287027218,0,OTC,Non-energy minerals,Other metals/Minerals
KJFI,Comjoyful International Co,,0.163,USD,21.641791044776117,1000,0.6522731720044355,399552,USD,,,,,0,OTC,Health services,Medical/Nursing services
SEHCF,Sweet Earth Holdings Corporation,,0.0161,USD,0,12782,2.1472248353715897,399327.656,USD,,-0.00168061,USD,97.93727416440832,0,OTC,Health technology,Pharmaceuticals: other
INRE,Inland Real Estate Income Tr Inc,,11,USD,-10.204081632653061,806,0.4266581970250384,397198,USD,,-0.3762,USD,20.364098221845893,2.46545,OTC,Finance,Real estate investment trusts
LADX,LadRx Corporation,,0.8,USD,8.518719479110159,2007,0.6929052304505438,396074,USD,,-5.6128,USD,98.80119760632515,0,OTC,Health technology,Biotechnology
DMAN,"Demand Brands, Inc.",,0.0004,USD,0,5000,0.004501623870778906,391885.71428571426,USD,,-0.0005,USD,0,0,OTC,Process industries,Agricultural commodities/Milling
AEPT,"American Energy Partners, Inc.",,0.0014,USD,-6.66666666666667,10002,0.0068495191058234265,391104,USD,,-0.0433,USD,-3.3412887828162257,0,OTC,Utilities,Water utilities
ATVK,Ameritek Ventures,,0.0007,USD,-12.500000000000005,3492078,1.3748585948967667,387959.00000000006,USD,3.5,0.0002,USD,,0,OTC,Producer manufacturing,Electrical products
SNTX,"Suntex Enterprises, Inc.",,0.0016,USD,6.66666666666667,50000,0.06667511218087624,386479.99999999994,USD,16,0.0001,USD,,0,OTC,Consumer non-durables,Beverages: non-alcoholic
CHIF,China Food & Beverage Co.,,0.01625,USD,-2.985074626865674,100,0.0062951678291743255,386054.5,USD,,,,,0,OTC,Finance,Financial conglomerates
AOXY,"Advanced Oxygen Technologies, Inc.",,0.064,USD,0,375,0.2173787026839024,385275,USD,49.23076923076923,0.0013,USD,85.71428571428571,0,OTC,Finance,Real estate development
AERS,Aerius,,0.0017,USD,0,10000,0.26627967354112025,382162.19354838703,USD,,-0.0001,USD,50,0,OTC,Electronic technology,Telecommunications equipment
GYSLF,Eco Oro Minerals Corp,,0.01,USD,156.41025641025644,4564,1.3055293343631111,381055.90375,USD,,-0.036535000000000005,USD,-9.321027698450523,0,OTC,Non-energy minerals,Precious metals
NMXS,"Net Medical Xpress Solutions, Inc.",,0.0101,USD,-12.93103448275862,1300,0.055981396951166995,380442.62068965513,USD,,-0.0458,USD,-798.0392156862745,0,OTC,Technology services,Packaged software
ECPL,"EcoPlus, Inc.",,0.013,USD,0,6750,0.14076224318710745,379992,USD,,0,USD,,0,OTC,Industrial services,Environmental services
JKSM,Jacksam Corporation,,0.00405,USD,49.999999999999986,760292,6.088107525934586,379561.7368421053,USD,,-0.0176,USD,43.589743589743584,0,OTC,Commercial services,Advertising/Marketing services
KAST,"Kasten, Inc.",,0.006,USD,50,60000,1.3259668508287292,375006,USD,,-0.0001,USD,50,0,OTC,Distribution services,Medical distributors
SKYI,"Sky Century Investment, Inc.",,0.0034,USD,41.66666666666667,300,0.06397952655150352,374078.5777777778,USD,,-0.0007,USD,41.666666666666664,0,OTC,Consumer non-durables,Food: major diversified
CCTL,Coin Citadel,,0.0001,USD,-50,104731,0.34415563717476316,373483,USD,,0,USD,,0,OTC,Technology services,Information technology services
GSTC,GlobeStar Therapeutics Corporation,,0.0003,USD,0,178303,0.020554729025214543,372332,USD,,-0.0009,USD,62.5,0,OTC,Health technology,Biotechnology
NCNC,noco-noco Inc.,,0.1045,USD,-19.24265842349304,9157539,0.11017705495836329,371105,USD,,,,,0,NASDAQ,Producer manufacturing,Electrical products
SPOM,SPO Global Inc.,,0.0016,USD,-11.111111111111105,620485,0.3089890396124561,369558,USD,,-0.0147,USD,-712.5000000000001,0,OTC,Technology services,Packaged software
APSI,Aqua Power Systems Inc.,,0.0214,USD,7.944514501891551,12665,0.25999967153614334,368169,USD,,,,,0,OTC,Producer manufacturing,Electrical products
TAYO,"Taylor Consulting, Inc.",,0.0061,USD,1.6666666666666712,1000,0.01387156869408891,367634,USD,,,,,0,OTC,Commercial services,Miscellaneous commercial services
IMTL,"Image Protect, Inc.",,0.0001,USD,0,8100000,1.287056706288416,365997,USD,1,0.0001,USD,-75,0,OTC,Technology services,Packaged software
RMHI,Retrieve Medical Holdings Inc,,0.930936,USD,-5.966060606060607,5231,2.0170432636693145,364757,USD,,-0.1742,USD,65.36090674090276,0,OTC,Health technology,Pharmaceuticals: major
GBHPF,Global Hemp Group Inc,,0.015,USD,0,35066,4.154247127117638,364371.5999999999,USD,,-0.1147199,USD,-6.939336110477246,0,OTC,Process industries,Agricultural commodities/Milling
MSMY,"MC Endeavors, Inc.",,0.0006,USD,-20.00000000000001,174356,0.4936600768310803,364075,USD,,,,,0,OTC,Industrial services,Engineering & construction
NXGT,Nexteligent Holdings Inc.,,0.00984,USD,2.5000000000000067,20700,0.17563136080366196,363937.4204081633,USD,,-0.0027,USD,-22.727272727272727,0,OTC,Technology services,Information technology services
TMSH,"TransGlobal Assets, Inc.",,0.0002,USD,0,11010000,3.1221158179062956,362174.66666666674,USD,,-0.0001,USD,66.66666666666666,0,OTC,Producer manufacturing,Industrial machinery
GCAN,Greater Cannabis Co Inc.,,0.00045,USD,0,23050,0.011785590001974662,362086.99999999994,USD,,-0.0002,USD,0,0,OTC,Health technology,Pharmaceuticals: major
CRGP,CALISSIO RESOURCES GROUP INC,,0.0004,USD,-33.33333333333333,69000,0.03482156672220959,361122.9,USD,,,,,0,OTC,Non-energy minerals,Other metals/Minerals
GRYCF,Graycliff Exploration Limited,,0.0205,USD,-22.348484848484844,300,0.04171997552428103,361001.92499999993,USD,,-0.009572170000000001,USD,77.85610052207964,0,OTC,Non-energy minerals,Precious metals
KTPPF,Katipult Technology Corp.,,0.005,USD,-16.666666666666664,500,0.045418623452360404,357615.5,USD,,-0.00811077,USD,54.24984770199228,0,OTC,Technology services,Packaged software
PREC,"Prestige Cars International, Inc.",,0.009375,USD,127.27272727272725,62154,0.493813232230621,356978.128125,USD,1.3020833333333333,0.0072,USD,,0,OTC,Retail trade,Specialty stores
AAPJ,"AAP, Inc.",,0.0002,USD,0,2000000,0.1010468733962756,355976,USD,,-0.0002,USD,92.85714285714285,0,OTC,Electronic technology,Telecommunications equipment
GASE,"GASE Energy, Inc.",,0.0069,USD,1.4705882352941215,3000,0.07711229864051017,355785.00000000006,USD,,,,,0,OTC,Technology services,Internet software/Services
GRXXF,Critical Reagent Processing Corp.,,0.005,USD,0,200,0.0968101069751682,351615.5,USD,,-0.00428649,USD,85.96808644713346,0,OTC,Non-energy minerals,Precious metals
NUVM,"NuVim, Inc.",,0.004,USD,0,100,0.0059949522502053265,351544.00000000006,USD,,-0.0003,USD,-49.99999999999998,0,OTC,Health technology,Pharmaceuticals: other
ONCI,"On4 Communications, Inc.",,0.0001,USD,0,4060000,1.321062291568665,350174,USD,,-0.0001,USD,75,0,OTC,Electronic technology,Telecommunications equipment
PRST,"Presto Automation, Inc.",,0.0022,USD,-11.999999999999996,373348,0.2866029465873186,349770.99999999994,USD,,-1.1927,USD,-108.40468285864058,0,OTC,Technology services,Packaged software
PSRU,VALIANT EAGLE INC.,,0.0001,USD,0,150000,0.0015054347232258413,348127,USD,,0,USD,100,0,OTC,Health technology,Pharmaceuticals: other
XHG,XChange TEC.INC,,1.47,USD,-2.0000000000000018,36197,0.3992010905048437,347642,USD,,,,,0,NASDAQ,Finance,Real estate development
LEEN,"Leopard Energy, Inc.",,0.315,USD,27.272727272727277,2,0.000353082409434362,347506.00000000006,USD,,-0.1986,USD,-141.90012180267962,0,OTC,Technology services,Internet software/Services
CEOS,"CeCors, Inc.",,0.027,USD,-14.285714285714288,3219108,2.126280861247622,347436,USD,,,,,0,OTC,Technology services,Information technology services
YTEN,"Yield10 Bioscience, Inc.",,0.5,USD,-4.761904761904765,619,0.12982654837559643,346341,USD,,-26.271,USD,60.56228504861598,0,OTC,Process industries,Chemicals: agricultural
VYST,Vystar Corp.,,0.026,USD,18.181818181818183,28604,2.9421627014739564,345565,USD,,-0.3355,USD,98.55038022813687,0,OTC,Process industries,Chemicals: specialty
MGIDD,Magnum Goldcorp Inc.,,0.01,USD,127.27272727272727,839,0.1052882564063951,345370.25535,USD,,-0.00562932,USD,23.907542579075425,0,OTC,Non-energy minerals,Precious metals
GERS,Greenshift Corp.,,0.028,USD,0,30150,0.6016751114046872,342774,USD,,,,,0,OTC,Transportation,Trucking
AXTG,"Axis Technologies Group, Inc.",,0.0014,USD,100,112500,0.6114682085449014,342705,USD,,-0.0003,USD,-49.99999999999998,0,OTC,Technology services,Information technology services
VIAOY,VIA optronics AG,,0.0151,USD,0,20040,0.8003610411083643,342068,USD,,,,,0,OTC,Electronic technology,Electronic components
EMED,"Electromedical Technologies, Inc.",,0.0004,USD,33.33333333333336,26849203,4.975381599933052,342016,USD,,-0.0035,USD,69.82758620689656,0,OTC,Health technology,Medical specialties
BOMO,Bowmo Inc.,,0.0025,USD,-32.432432432432435,3151522,5.312286610316197,341145,USD,,-0.0465,USD,89.8913043478261,0,OTC,Technology services,Packaged software
GAHC,"Global Arena Holding, Inc.",,0.0002,USD,0,877,0.0003030130379565464,339070,USD,,-0.0006,USD,85.71428571428572,0,OTC,Technology services,Packaged software
FITSF,Koios Beverage Corp.,,0.014,USD,-30,1356,0.18171584787328138,338861.27321,USD,,-0.0027977880000000003,USD,99.39064806069831,0,OTC,Consumer non-durables,Beverages: non-alcoholic
SWRM,"AppSwarm, Inc.",,0.0003,USD,19.999999999999986,1357000,0.24871159330328366,338372.99999999994,USD,,-0.0001,USD,0,0,OTC,Technology services,Information technology services
SEELQ,"Seelos Therapeutics, Inc.",,0.3001,USD,-39.37373737373738,10338,0.4186391191489534,337349.00000000006,USD,0.0016989174142714723,176.6419,USD,,0,OTC,Health technology,Biotechnology
STMGF,Stamper Oil & Gas Corp,,0.0193,USD,91.0891089108911,5000,0.5238344683080147,335027.73500000004,USD,,-0.038507889999999996,USD,9.495757278340589,0,OTC,Non-energy minerals,Other metals/Minerals
CRTD,CREATD INC.,,0.9,USD,8.433734939759043,449,0.07689277824396763,330620.00000000006,USD,,,,,0,OTC,Technology services,Information technology services
VSOLF,THREE SIXTY SOLAR LTD.,,0.0001,USD,0,22731,0.3861764101274683,329606.47073,USD,,-0.05516785,USD,77.17599405170897,0,OTC,Industrial services,Engineering & construction
ODII,Odyssey Semiconductor Technologies Inc.,,0.02555,USD,2.1999999999999935,300,0.037562917887461494,325172.295,USD,,,,,0,OTC,Finance,Investment banks/Brokers
OMTK,Omnitek Engineering Corp.,,0.0148,USD,0,28754,1.3524229696487953,324831.67901234573,USD,,-0.0115,USD,-45.56962025316454,0,OTC,Producer manufacturing,Trucks/Construction/Farm machinery
GEGR,"Gaensel Energy Group, Inc.",,0.02025,USD,-19.000000000000004,1000,0.39215686274509803,322562,USD,,-0.0001,USD,-100.12547051442911,0,OTC,Finance,Financial conglomerates
AUMC,AURYN Mining Corporation,,0.44,USD,9.999999999999995,1531,0.1774990145384562,322159,USD,,-0.0231,USD,0,0,OTC,Non-energy minerals,Other metals/Minerals
UAPC,United American Petroleum Corp.,,0.001,USD,11.111111111111116,207750,0.7548572475016133,321868,USD,,,,,0,OTC,Energy minerals,Oil & gas production
SMFL,"Smart for Life, Inc.",,0.045,USD,-2.173913043478263,22311,1.137080621569417,319083,USD,,,,,0,OTC,Health technology,Pharmaceuticals: other
UNAM,Unico American Corp.,,0.06,USD,9.090909090909086,1175,0.9818668003676777,318291.6,USD,,,,,0,OTC,Finance,Property/Casualty insurance
CNBX,CNBX Pharmaceuticals Inc.,,0.0102,USD,11.47540983606558,70299,1.2424027669038988,317336,USD,,-0.0465,USD,97.70393047600237,0,OTC,Health technology,Biotechnology
SMME,"SmartMetric, Inc.",,0.0001,USD,0,7499993,0.9511481484882134,316299,USD,,-0.0103,USD,-758.3333333333335,0,OTC,Electronic technology,Semiconductors
VAGNF,Vegano Foods Inc.,,0.01075,USD,1.415094339622633,2900,0.465064066584345,313103.0595,USD,,,,,0,OTC,Consumer non-durables,Food: major diversified
ANGCF,EON LITHIUM CORP.,,0.018,USD,414.2857142857142,2000,0.7442691277165808,312801.6,USD,,-0.00007307,USD,99.70012869801602,0,OTC,Non-energy minerals,Precious metals
CAPV,Cabo Verde Capital Inc.,,0.00585,USD,6.363636363636373,56626,0.15236480805063937,310378,USD,,,,,0,OTC,Consumer durables,Electronics/Appliances
WALRF,MEGAWATT LITHIUM & BATTERY METALS CORP.,,0.0085,USD,0,153,0.00861656294877932,310111.7333333334,USD,,-0.09791380000000001,USD,89.97913087363276,0,OTC,Non-energy minerals,Other metals/Minerals
NIHK,"Video River Networks, Inc.",,0.0017,USD,0,66800,0.45965970043674553,310030,USD,,,,,0,OTC,Electronic technology,Electronic equipment/Instruments
SIPC,"Sipp Industries, Inc.",,0.0009,USD,-10.000000000000005,504100,1.105271097281397,309892,USD,,0,USD,,0,OTC,Process industries,Agricultural commodities/Milling
VJTTY,Voxeljet AG,,0.0339,USD,0,1783,0.9756497948016416,309667,USD,,,,,0,OTC,Technology services,Information technology services
NXSGF,NEXUS GOLD CORP NEW,,0.006437,USD,395.1538461538462,2600,0.7507941091539128,309440.1077,USD,,-0.007096964,USD,86.75532575028186,0,OTC,Non-energy minerals,Precious metals
STJO,"St. Joseph, Inc.",,0.017,USD,-34.615384615384606,20000,1.6638381418255632,302705,USD,,-0.0209,USD,-849.9999999999998,0,OTC,Commercial services,Personnel services
AVRTF,Avarone Metals Inc,,0.0033,USD,-84.30066603235014,30508,5.501893597835888,301668.18,USD,,-0.001379058,USD,18.73265996440652,0,OTC,Non-energy minerals,Precious metals
KITL,Kisses from Italy Inc.,,0.0008,USD,14.285714285714294,636818,2.5036179165596986,298335.99999999994,USD,,-0.0091,USD,27.777777777777775,0,OTC,Consumer services,Restaurants
CLRD,"Clearday, Inc.",,0.011,USD,-17.29323308270677,506,0.20606801058847496,297644.6,USD,,,,,0,OTC,Health services,Medical/Nursing services
MEIL,Methes Energies International Ltd,,0.021375,USD,-3.3898305084745637,3625,0.04383419187888462,296257.5,USD,,,,,0,OTC,Process industries,Chemicals: specialty
STRG,STARGUIDE GROUP INC.,,0.1029,USD,243.00000000000003,345,0.7219083490269931,295117,USD,,-0.059,USD,-119.33085501858736,0,OTC,Finance,Financial conglomerates
FDMSF,FANDIFI TECHNOLOGY CORP.,,0.0003,USD,49.99999999999998,120,0.001322609906127762,293702.61618,USD,,,,,0,OTC,Miscellaneous,Miscellaneous
RSPI,RespireRx Pharmaceuticals Inc.,,0.0008,USD,0,142582,0.3564426136191342,292335,USD,,,,,0,OTC,Health technology,Pharmaceuticals: major
GRVE,"Groove Botanicals, Inc.",,0.0049,USD,0,20000,1.3103412128518266,292250.84848484845,USD,,-0.0064,USD,-166.66666666666669,0,OTC,Consumer non-durables,Household/Personal care
BRGO,"Bergio International, Inc.",,0.0001,USD,0,500000,0.34865512213772454,289833,USD,,-0.0011,USD,99.43123061013445,0,OTC,Non-energy minerals,Precious metals
SBES,"South Beach Spirits, Inc.",,0.0001,USD,0,22790,0.013914097208926123,289580.99999999994,USD,,,,,0,OTC,Consumer non-durables,Beverages: alcoholic
LVGI,Limitless Venture Group Inc.,,0.0004,USD,-11.111111111111105,10000,0.0027994362383325796,288607.1111111111,USD,0.6666666666666667,0.0006,USD,,0,OTC,Process industries,Agricultural commodities/Milling
MDMN,"Medinah Minerals, Inc.",,0.0001,USD,9900.000000000002,268000,0.9983155287980504,288227.99999999994,USD,,,,,0,OTC,Non-energy minerals,Precious metals
JNSH,JNS Holdings Corporation,,0.00265,USD,5.999999999999998,230000,1.3069176857783489,288113.3,USD,,-0.0002,USD,66.66666666666666,0,OTC,Industrial services,Engineering & construction
UNDR,UNDERSEA RECOVERY CORP,,0.0006,USD,49.99999999999998,25000,0.1139294730989728,287642,USD,,,,,0,OTC,Transportation,Other transportation
ASCC,Aristocrat Group Corp,,0.0071,USD,-11.249999999999996,356,0.03168471924312682,284281,USD,,-0.0034,USD,61.36363636363637,,OTC,Consumer services,Other consumer services
BCAP,BARON CAP ENTERPRISE INC,,0.0001,USD,0,10166667,5.109179305351984,284235.99999999994,USD,,,,,0,OTC,Finance,Investment banks/Brokers
BIOAF,Bioasis Technologies Inc.,,0.0001,USD,0,12400,0.780989211011948,284075.7901,USD,,,,,0,OTC,Health technology,Biotechnology
LOWLF,LOWELL FARMS INC.,,0.01545,USD,-10.43478260869566,105295,3.8398561717769937,282372.6975,USD,,-1.10443632,USD,62.43768854170598,0,OTC,Process industries,Agricultural commodities/Milling
NGCG,"New Generation Consumer Group, Inc.",,0.0006,USD,-7.692307692307695,150000,0.18911909585942652,282187,USD,,,,,0,OTC,Consumer non-durables,Food: specialty/candy
CMTNF,Cullinan Metals Corp.,,0.0086,USD,3.3653846153846243,100,0.00486502001955738,281470.26,USD,,-0.02725511,USD,12.52253125489462,0,OTC,Non-energy minerals,Other metals/Minerals
DLPX,"Delphax Technologies, Inc.",,0.04099,USD,33.954248366013076,1000,0.16229814168627768,280863.48,USD,,-0.0108,USD,99.05263157894737,0,OTC,Producer manufacturing,Industrial machinery
JADA,"Jade Art Group, Inc.",,0.0035,USD,-12.5,10000,0.5491880255042919,279929.99999999994,USD,,-0.0062,USD,-129.62962962962962,0,OTC,Finance,Financial conglomerates
EHVVF,Ehave Inc.,,0.001,USD,900,892809,6.155766629296686,279526,USD,,,,,0,OTC,Technology services,Packaged software
FSTF,First State Financial Corp.,,0.014,USD,-51.724137931034484,30778,22.09158771174275,273800,USD,,,,,0,OTC,Finance,Regional banks
BYSD,Bayside Corp.,,0.89,USD,-26.44628099173553,2444,5.706280644408125,272898.92,USD,,-0.07,USD,96.99131780280239,0,OTC,Technology services,Packaged software
DHHXF,DESARROLLADORA HOMEX SAB DE CV,,0.0001,USD,0,720,0.00009685692680854314,272527.63685999997,USD,,-0.0003857152,USD,2.5610011797308636,0,OTC,Consumer durables,Homebuilding
MLMN,"Millennium Prime, Inc.",,0.001175,USD,67.85714285714286,35000,0.6574004507888805,272091.54545454547,USD,,,,,0,OTC,Consumer services,Publishing: books/magazines
CYLC,County Line Energy Corp.,,0.00328,USD,-20.00000000000001,61029,5.014996754127189,269706.4484848485,USD,,-0.0038,USD,-8.57142857142857,0,OTC,Energy minerals,Integrated oil
CCWF,"Church & Crawford, Inc.",,0.001625,USD,0,297717,2.30898630663945,269151.8243243243,USD,,,,,0,OTC,Communications,Specialty telecommunications
RAHGF,Roan Holdings Group Co Ltd. ,,0.01,USD,9900,856,0.15511461447857208,268423,USD,,,,,0,OTC,Finance,Finance/Rental/Leasing
